Tiempo de ejecucion total: 3.45872e+008 ns
Nodo_Origen;Nodo_Destino;Peso_Del_Camino
385;381;-86.0511
385;382;-42.7611
385;383;-37.2611
385;384;-27.7008
385;385;0
386;318;-373.081
386;327;-720.777
386;328;-596.048
386;329;-585.642
386;330;-565.961
386;331;-577.102
386;332;-575.984
386;333;-670.407
386;334;-600.962
386;335;-568.884
386;336;-578.591
386;337;-565.482
386;338;-539.575
386;339;-315.901
386;344;-368.317
386;345;-367.704
386;346;-293.63
386;347;-243.378
386;349;-224.546
386;350;-63.2557
386;355;-48.6996
386;356;-104.996
386;374;-101.357
386;376;-44.6996
386;378;-24.0385
386;386;0
387;387;0
388;318;-991.586
388;326;-1004.17
388;327;-963.825
388;333;-545.13
388;340;-926.65
388;341;-795.072
388;342;-704.162
388;343;-547.912
388;348;-508.23
388;353;-258.23
388;375;-179.6
388;377;-162.992
388;379;-97.6324
388;380;-12.8866
388;388;0
389;318;-1065.83
389;326;-1078.42
389;327;-1038.07
389;333;-619.376
389;340;-1000.9
389;341;-869.317
389;342;-778.408
389;343;-622.158
389;348;-582.475
389;353;-332.475
389;375;-253.845
389;377;-237.237
389;379;-171.878
389;380;-87.132
389;387;-16.0514
389;388;-74.2454
389;389;0
390;318;-1098.83
390;326;-1111.42
390;327;-1071.07
390;333;-652.379
390;340;-1033.9
390;341;-902.32
390;342;-811.411
390;343;-655.161
390;348;-615.479
390;353;-365.479
390;375;-286.848
390;377;-270.241
390;379;-204.881
390;380;-120.135
390;387;-49.0547
390;388;-107.249
390;389;-33.0033
390;390;0
391;318;-1147.85
391;326;-1160.44
391;327;-1120.09
391;328;-607.84
391;329;-597.434
391;330;-577.754
391;331;-588.895
391;332;-587.777
391;333;-701.399
391;334;-612.755
391;335;-580.677
391;336;-590.384
391;337;-577.274
391;338;-551.368
391;339;-327.694
391;340;-1082.92
391;341;-951.34
391;342;-860.431
391;343;-704.181
391;344;-380.109
391;345;-379.496
391;346;-305.422
391;347;-255.171
391;348;-664.498
391;349;-236.338
391;350;-75.0481
391;353;-414.498
391;355;-60.4921
391;356;-116.788
391;374;-113.149
391;375;-335.868
391;376;-56.4921
391;377;-319.26
391;378;-35.8309
391;379;-253.901
391;380;-169.155
391;386;-11.7925
391;387;-98.0743
391;388;-156.268
391;389;-82.0229
391;390;-49.0196
391;391;0
392;318;-1204.67
392;326;-1217.26
392;327;-1176.91
392;328;-664.658
392;329;-654.252
392;330;-634.572
392;331;-645.713
392;332;-644.595
392;333;-758.217
392;334;-669.573
392;335;-637.495
392;336;-647.202
392;337;-634.093
392;338;-608.186
392;339;-384.512
392;340;-1139.74
392;341;-1008.16
392;342;-917.249
392;343;-760.999
392;344;-436.928
392;345;-436.314
392;346;-362.24
392;347;-311.989
392;348;-721.316
392;349;-293.157
392;350;-131.866
392;353;-471.316
392;355;-117.31
392;356;-173.606
392;374;-169.967
392;375;-392.686
392;376;-113.31
392;377;-376.078
392;378;-92.6491
392;379;-310.719
392;380;-225.973
392;386;-68.6106
392;387;-154.892
392;388;-213.086
392;389;-138.841
392;390;-105.838
392;391;-56.8182
392;392;0
393;318;-919.503
393;326;-932.087
393;327;-891.742
393;333;-473.048
393;340;-854.568
393;341;-722.989
393;342;-632.08
393;343;-475.83
393;348;-436.147
393;353;-186.147
393;377;-90.9091
393;393;0
394;318;-1118.6
394;326;-1131.18
394;327;-1090.84
394;333;-672.142
394;340;-1053.66
394;341;-922.083
394;342;-831.174
394;343;-674.924
394;348;-635.241
394;353;-385.241
394;375;-306.611
394;377;-290.003
394;379;-224.644
394;380;-139.898
394;387;-68.8175
394;388;-127.012
394;389;-52.7662
394;390;-19.7629
394;393;-66.6667
394;394;0
395;318;-1215.98
395;326;-1228.57
395;327;-1188.22
395;328;-675.971
395;329;-665.565
395;330;-645.884
395;331;-657.025
395;332;-655.907
395;333;-769.529
395;334;-680.885
395;335;-648.807
395;336;-658.514
395;337;-645.405
395;338;-619.498
395;339;-395.824
395;340;-1151.05
395;341;-1019.47
395;342;-928.561
395;343;-772.311
395;344;-448.24
395;345;-447.627
395;346;-373.552
395;347;-323.301
395;348;-732.629
395;349;-304.469
395;350;-143.179
395;353;-482.629
395;355;-128.622
395;356;-184.919
395;374;-181.28
395;375;-403.998
395;376;-124.622
395;377;-387.391
395;378;-103.961
395;379;-322.031
395;380;-237.285
395;386;-79.9228
395;387;-166.205
395;388;-224.399
395;389;-150.153
395;390;-117.15
395;391;-68.1304
395;392;-11.3122
395;393;-84.9148
395;394;-18.2482
395;395;0
396;318;-1250.59
396;326;-1263.17
396;327;-1222.83
396;328;-710.573
396;329;-700.167
396;330;-680.486
396;331;-691.627
396;332;-690.509
396;333;-804.131
396;334;-715.487
396;335;-683.409
396;336;-693.116
396;337;-680.007
396;338;-654.1
396;339;-430.426
396;340;-1185.65
396;341;-1054.07
396;342;-963.163
396;343;-806.913
396;344;-482.842
396;345;-482.229
396;346;-408.155
396;347;-357.903
396;348;-767.231
396;349;-339.071
396;350;-177.781
396;353;-517.231
396;355;-163.225
396;356;-219.521
396;374;-215.882
396;375;-438.6
396;376;-159.225
396;377;-421.993
396;378;-138.563
396;379;-356.633
396;380;-271.887
396;386;-114.525
396;387;-200.807
396;388;-259.001
396;389;-184.755
396;390;-151.752
396;391;-102.732
396;392;-45.9143
396;393;-119.517
396;394;-52.8503
396;395;-34.6021
396;396;0
397;318;-1242.88
397;326;-1255.47
397;327;-1215.12
397;328;-702.87
397;329;-692.464
397;330;-672.783
397;331;-683.924
397;332;-682.806
397;333;-796.428
397;334;-707.784
397;335;-675.706
397;336;-685.413
397;337;-672.304
397;338;-646.397
397;339;-422.723
397;340;-1177.95
397;341;-1046.37
397;342;-955.46
397;343;-799.21
397;344;-475.139
397;345;-474.526
397;346;-400.451
397;347;-350.2
397;348;-759.528
397;349;-331.368
397;350;-170.078
397;353;-509.528
397;355;-155.521
397;356;-211.818
397;374;-208.179
397;375;-430.897
397;376;-151.521
397;377;-414.29
397;378;-130.86
397;379;-348.93
397;380;-264.184
397;386;-106.822
397;387;-193.104
397;388;-251.298
397;389;-177.052
397;390;-144.049
397;391;-95.0294
397;392;-38.2112
397;393;-111.814
397;394;-45.1472
397;395;-26.899
397;397;0
398;318;-1259.75
398;326;-1272.33
398;327;-1231.99
398;328;-719.733
398;329;-709.327
398;330;-689.647
398;331;-700.787
398;332;-699.67
398;333;-813.291
398;334;-724.648
398;335;-692.57
398;336;-702.276
398;337;-689.167
398;338;-663.261
398;339;-439.587
398;340;-1194.81
398;341;-1063.23
398;342;-972.324
398;343;-816.074
398;344;-492.002
398;345;-491.389
398;346;-417.315
398;347;-367.064
398;348;-776.391
398;349;-348.231
398;350;-186.941
398;353;-526.391
398;355;-172.385
398;356;-228.681
398;374;-225.042
398;375;-447.761
398;376;-168.385
398;377;-431.153
398;378;-147.724
398;379;-365.793
398;380;-281.048
398;386;-123.685
398;387;-209.967
398;388;-268.161
398;389;-193.916
398;390;-160.912
398;391;-111.893
398;392;-55.0747
398;393;-128.677
398;394;-62.0106
398;395;-43.7624
398;397;-16.8634
398;398;0
399;318;-1253.42
399;326;-1266
399;327;-1225.66
399;328;-713.405
399;329;-702.999
399;330;-683.318
399;331;-694.459
399;332;-693.341
399;333;-806.963
399;334;-718.319
399;335;-686.241
399;336;-695.948
399;337;-682.839
399;338;-656.932
399;339;-433.258
399;340;-1188.48
399;341;-1056.9
399;342;-965.995
399;343;-809.745
399;344;-485.674
399;345;-485.061
399;346;-410.987
399;347;-360.735
399;348;-770.063
399;349;-341.903
399;350;-180.613
399;353;-520.063
399;355;-166.057
399;356;-222.353
399;360;-67.5752
399;367;-43.2105
399;368;-29.6236
399;370;-18.3623
399;371;-19.1146
399;372;-37.5251
399;373;-7.0373
399;374;-218.714
399;375;-441.432
399;376;-162.057
399;377;-424.825
399;378;-141.395
399;379;-359.465
399;380;-274.719
399;386;-117.357
399;387;-203.639
399;388;-261.833
399;389;-187.587
399;390;-154.584
399;391;-105.565
399;392;-48.7464
399;393;-122.349
399;394;-55.6823
399;395;-37.4341
399;396;-2.83206
399;399;0
400;318;-87.0908
400;320;-92.267
400;360;-118.268
400;362;-93.0786
400;364;-85.1547
400;365;-57.0734
400;366;-8.76424
400;400;0
401;401;0
402;318;-109.239
402;320;-114.415
402;360;-140.416
402;362;-115.227
402;364;-107.303
402;365;-79.2218
402;366;-30.9126
402;400;-22.1484
402;401;-6.26566
402;402;0
403;318;-98.4158
403;320;-103.592
403;356;-19.0926
403;360;-129.593
403;362;-104.404
403;364;-96.4797
403;365;-68.3985
403;366;-20.0893
403;367;-16.2444
403;368;-2.65745
403;400;-11.325
403;403;0
404;318;-1257.6
404;326;-1270.18
404;327;-1229.84
404;328;-717.582
404;329;-707.176
404;330;-687.496
404;331;-698.636
404;332;-697.519
404;333;-811.14
404;334;-722.497
404;335;-690.419
404;336;-700.125
404;337;-687.016
404;338;-661.109
404;339;-437.435
404;340;-1192.66
404;341;-1061.08
404;342;-970.172
404;343;-813.922
404;344;-489.851
404;345;-489.238
404;346;-415.164
404;347;-364.912
404;348;-774.24
404;349;-346.08
404;350;-184.79
404;353;-524.24
404;355;-170.234
404;356;-226.53
404;360;-71.7523
404;367;-47.3877
404;368;-33.8007
404;370;-22.5394
404;371;-23.2917
404;372;-41.7022
404;373;-11.2144
404;374;-222.891
404;375;-445.61
404;376;-166.234
404;377;-429.002
404;378;-145.573
404;379;-363.642
404;380;-278.897
404;386;-121.534
404;387;-207.816
404;388;-266.01
404;389;-191.765
404;390;-158.761
404;391;-109.742
404;392;-52.9235
404;393;-126.526
404;394;-59.8594
404;395;-41.6112
404;396;-7.00917
404;399;-4.17711
404;401;-10.5152
404;404;0
405;318;-1295.67
405;326;-1308.25
405;327;-1267.91
405;328;-755.653
405;329;-745.247
405;330;-725.567
405;331;-736.708
405;332;-735.59
405;333;-849.212
405;334;-760.568
405;335;-728.49
405;336;-738.197
405;337;-725.087
405;338;-699.181
405;339;-475.507
405;340;-1230.73
405;341;-1099.15
405;342;-1008.24
405;343;-851.994
405;344;-527.922
405;345;-527.309
405;346;-453.235
405;347;-402.984
405;348;-812.311
405;349;-384.151
405;350;-222.861
405;353;-562.311
405;355;-208.305
405;356;-264.601
405;360;-109.824
405;367;-85.459
405;368;-71.8721
405;370;-60.6108
405;371;-61.3631
405;372;-79.7736
405;373;-49.2858
405;374;-260.962
405;375;-483.681
405;376;-204.305
405;377;-467.073
405;378;-183.644
405;379;-401.714
405;380;-316.968
405;386;-159.605
405;387;-245.887
405;388;-304.081
405;389;-229.836
405;390;-196.833
405;391;-147.813
405;392;-90.9948
405;393;-164.597
405;394;-97.9308
405;395;-79.6826
405;396;-45.0805
405;399;-42.2485
405;401;-48.5866
405;404;-38.0714
405;405;0
406;406;0
407;318;-974.148
407;326;-986.732
407;327;-946.387
407;333;-527.692
407;340;-909.213
407;341;-777.634
407;342;-686.725
407;343;-530.475
407;348;-490.792
407;353;-240.792
407;377;-145.554
407;393;-54.6448
407;407;0
408;318;-1338.98
408;326;-1351.56
408;327;-1311.22
408;328;-798.964
408;329;-788.558
408;330;-768.878
408;331;-780.019
408;332;-778.901
408;333;-892.523
408;334;-803.879
408;335;-771.801
408;336;-781.508
408;337;-768.398
408;338;-742.492
408;339;-518.818
408;340;-1274.04
408;341;-1142.46
408;342;-1051.55
408;343;-895.305
408;344;-571.234
408;345;-570.62
408;346;-496.546
408;347;-446.295
408;348;-855.622
408;349;-427.462
408;350;-266.172
408;353;-605.622
408;355;-251.616
408;356;-307.912
408;360;-153.135
408;367;-128.77
408;368;-115.183
408;370;-103.922
408;371;-104.674
408;372;-123.085
408;373;-92.5968
408;374;-304.273
408;375;-526.992
408;376;-247.616
408;377;-510.384
408;378;-226.955
408;379;-445.025
408;380;-360.279
408;386;-202.917
408;387;-289.198
408;388;-347.392
408;389;-273.147
408;390;-240.144
408;391;-191.124
408;392;-134.306
408;393;-207.909
408;394;-141.242
408;395;-122.994
408;396;-88.3916
408;399;-85.5595
408;401;-91.8977
408;404;-81.3824
408;406;-54.9451
408;407;-64.1026
408;408;0
409;317;-6.42261
409;318;-113.138
409;320;-118.314
409;360;-144.315
409;362;-119.126
409;364;-111.202
409;365;-83.1204
409;366;-34.8113
409;400;-26.047
409;401;-10.1643
409;402;-3.89864
409;406;-17.3913
409;409;0
410;327;-184.886
410;328;-60.1571
410;329;-49.7512
410;410;0
411;318;-1352.91
411;326;-1365.49
411;327;-1325.15
411;328;-812.892
411;329;-802.486
411;330;-782.806
411;331;-793.946
411;332;-792.829
411;333;-906.45
411;334;-817.807
411;335;-785.729
411;336;-795.435
411;337;-782.326
411;338;-756.419
411;339;-532.745
411;340;-1287.97
411;341;-1156.39
411;342;-1065.48
411;343;-909.232
411;344;-585.161
411;345;-584.548
411;346;-510.474
411;347;-460.222
411;348;-869.55
411;349;-441.39
411;350;-280.1
411;353;-619.55
411;355;-265.544
411;356;-321.84
411;360;-167.062
411;367;-142.698
411;368;-129.111
411;370;-117.849
411;371;-118.602
411;372;-137.012
411;373;-106.524
411;374;-318.201
411;375;-540.92
411;376;-261.544
411;377;-524.312
411;378;-240.883
411;379;-458.952
411;380;-374.207
411;386;-216.844
411;387;-303.126
411;388;-361.32
411;389;-287.075
411;390;-254.071
411;391;-205.052
411;392;-148.233
411;393;-221.836
411;394;-155.169
411;395;-136.921
411;396;-102.319
411;397;-23.1409
411;398;-6.27746
411;399;-99.4871
411;401;-105.825
411;404;-95.31
411;406;-68.8726
411;407;-78.0302
411;408;-13.9276
411;411;0
412;318;-1392.75
412;326;-1405.33
412;327;-1364.99
412;328;-852.732
412;329;-842.326
412;330;-822.646
412;331;-833.787
412;332;-832.669
412;333;-946.291
412;334;-857.647
412;335;-825.569
412;336;-835.276
412;337;-822.167
412;338;-796.26
412;339;-572.586
412;340;-1327.81
412;341;-1196.23
412;342;-1105.32
412;343;-949.073
412;344;-625.002
412;345;-624.388
412;346;-550.314
412;347;-500.063
412;348;-909.39
412;349;-481.231
412;350;-319.94
412;353;-659.39
412;355;-305.384
412;356;-361.68
412;360;-206.903
412;367;-182.538
412;368;-168.951
412;370;-157.69
412;371;-158.442
412;372;-176.853
412;373;-146.365
412;374;-358.041
412;375;-580.76
412;376;-301.384
412;377;-564.152
412;378;-280.723
412;379;-498.793
412;380;-414.047
412;386;-256.685
412;387;-342.966
412;388;-401.16
412;389;-326.915
412;390;-293.912
412;391;-244.892
412;392;-188.074
412;393;-261.677
412;394;-195.01
412;395;-176.762
412;396;-142.16
412;397;-62.9814
412;398;-46.1179
412;399;-139.328
412;401;-145.666
412;404;-135.151
412;405;-1.64528
412;406;-108.713
412;407;-117.871
412;408;-53.7681
412;411;-39.8405
412;412;0
413;318;-1403.54
413;326;-1416.13
413;327;-1375.78
413;328;-863.528
413;329;-853.122
413;330;-833.442
413;331;-844.583
413;332;-843.465
413;333;-957.087
413;334;-868.443
413;335;-836.365
413;336;-846.072
413;337;-832.962
413;338;-807.056
413;339;-583.382
413;340;-1338.61
413;341;-1207.03
413;342;-1116.12
413;343;-959.869
413;344;-635.797
413;345;-635.184
413;346;-561.11
413;347;-510.859
413;348;-920.186
413;349;-492.026
413;350;-330.736
413;353;-670.186
413;355;-316.18
413;356;-372.476
413;360;-217.699
413;367;-193.334
413;368;-179.747
413;370;-168.486
413;371;-169.238
413;372;-187.649
413;373;-157.161
413;374;-368.837
413;375;-591.556
413;376;-312.18
413;377;-574.948
413;378;-291.519
413;379;-509.589
413;380;-424.843
413;386;-267.48
413;387;-353.762
413;388;-411.956
413;389;-337.711
413;390;-304.708
413;391;-255.688
413;392;-198.87
413;393;-272.472
413;394;-205.806
413;395;-187.558
413;396;-152.956
413;399;-150.124
413;401;-156.462
413;404;-145.946
413;406;-119.509
413;407;-128.667
413;408;-64.564
413;413;0
414;318;-1457.31
414;326;-1469.89
414;327;-1429.54
414;328;-917.292
414;329;-906.886
414;330;-887.205
414;331;-898.346
414;332;-897.228
414;333;-1010.85
414;334;-922.206
414;335;-890.128
414;336;-899.835
414;337;-886.726
414;338;-860.819
414;339;-637.145
414;340;-1392.37
414;341;-1260.79
414;342;-1169.88
414;343;-1013.63
414;344;-689.561
414;345;-688.948
414;346;-614.874
414;347;-564.622
414;348;-973.95
414;349;-545.79
414;350;-384.5
414;353;-723.95
414;355;-369.944
414;356;-426.24
414;360;-271.462
414;367;-247.097
414;368;-233.511
414;370;-222.249
414;371;-223.002
414;372;-241.412
414;373;-210.924
414;374;-422.601
414;375;-645.319
414;376;-365.944
414;377;-628.712
414;378;-345.282
414;379;-563.352
414;380;-478.606
414;386;-321.244
414;387;-407.526
414;388;-465.72
414;389;-391.474
414;390;-358.471
414;391;-309.451
414;392;-252.633
414;393;-326.236
414;394;-259.569
414;395;-241.321
414;396;-206.719
414;399;-203.887
414;401;-210.225
414;404;-199.71
414;406;-173.272
414;407;-182.43
414;408;-118.327
414;413;-53.7634
414;414;0
415;318;-1526.75
415;326;-1539.33
415;327;-1498.99
415;328;-986.736
415;329;-976.33
415;330;-956.65
415;331;-967.79
415;332;-966.673
415;333;-1080.29
415;334;-991.651
415;335;-959.573
415;336;-969.28
415;337;-956.17
415;338;-930.264
415;339;-706.59
415;340;-1461.81
415;341;-1330.24
415;342;-1239.33
415;343;-1083.08
415;344;-759.005
415;345;-758.392
415;346;-684.318
415;347;-634.067
415;348;-1043.39
415;349;-615.234
415;350;-453.944
415;353;-793.394
415;355;-439.388
415;356;-495.684
415;360;-340.907
415;367;-316.542
415;368;-302.955
415;370;-291.694
415;371;-292.446
415;372;-310.856
415;373;-280.369
415;374;-492.045
415;375;-714.764
415;376;-435.388
415;377;-698.156
415;378;-414.727
415;379;-632.797
415;380;-548.051
415;386;-390.688
415;387;-476.97
415;388;-535.164
415;389;-460.919
415;390;-427.916
415;391;-378.896
415;392;-322.078
415;393;-395.68
415;394;-329.014
415;395;-310.766
415;396;-276.163
415;397;-37.1074
415;398;-20.2439
415;399;-273.331
415;401;-279.67
415;404;-269.154
415;406;-242.717
415;407;-251.874
415;408;-187.772
415;411;-13.9665
415;413;-123.208
415;414;-69.4444
415;415;0
416;318;-1541.59
416;326;-1554.17
416;327;-1513.83
416;328;-1001.57
416;329;-991.167
416;330;-971.487
416;331;-982.627
416;332;-981.51
416;333;-1095.13
416;334;-1006.49
416;335;-974.41
416;336;-984.116
416;337;-971.007
416;338;-945.1
416;339;-721.426
416;340;-1476.65
416;341;-1345.07
416;342;-1254.16
416;343;-1097.91
416;344;-773.842
416;345;-773.229
416;346;-699.155
416;347;-648.904
416;348;-1058.23
416;349;-630.071
416;350;-468.781
416;353;-808.231
416;355;-454.225
416;356;-510.521
416;360;-355.743
416;367;-331.379
416;368;-317.792
416;370;-306.531
416;371;-307.283
416;372;-325.693
416;373;-295.205
416;374;-506.882
416;375;-729.601
416;376;-450.225
416;377;-712.993
416;378;-429.564
416;379;-647.633
416;380;-562.888
416;386;-405.525
416;387;-491.807
416;388;-550.001
416;389;-475.756
416;390;-442.752
416;391;-393.733
416;392;-336.915
416;393;-410.517
416;394;-343.85
416;395;-325.602
416;396;-291
416;397;-51.9441
416;398;-35.0807
416;399;-288.168
416;401;-294.506
416;404;-283.991
416;406;-257.554
416;407;-266.711
416;408;-202.609
416;411;-28.8033
416;413;-138.045
416;414;-84.2812
416;415;-14.8368
416;416;0
417;317;-15.6138
417;318;-1548.01
417;320;-127.505
417;326;-1560.59
417;327;-1520.25
417;328;-1008
417;329;-997.59
417;330;-977.909
417;331;-989.05
417;332;-987.932
417;333;-1101.55
417;334;-1012.91
417;335;-980.832
417;336;-990.539
417;337;-977.43
417;338;-951.523
417;339;-727.849
417;340;-1483.07
417;341;-1351.5
417;342;-1260.59
417;343;-1104.34
417;344;-780.265
417;345;-779.651
417;346;-705.577
417;347;-655.326
417;348;-1064.65
417;349;-636.494
417;350;-475.203
417;353;-814.654
417;355;-460.647
417;356;-516.944
417;360;-362.166
417;362;-128.317
417;364;-120.393
417;365;-92.3116
417;366;-44.0024
417;367;-337.801
417;368;-324.214
417;370;-312.953
417;371;-313.705
417;372;-332.116
417;373;-301.628
417;374;-513.305
417;375;-736.023
417;376;-456.647
417;377;-719.415
417;378;-435.986
417;379;-654.056
417;380;-569.31
417;386;-411.948
417;387;-498.23
417;388;-556.424
417;389;-482.178
417;390;-449.175
417;391;-400.155
417;392;-343.337
417;393;-416.94
417;394;-350.273
417;395;-332.025
417;396;-297.423
417;397;-58.3668
417;398;-41.5033
417;399;-294.591
417;400;-35.2382
417;401;-300.929
417;402;-13.0898
417;404;-290.414
417;406;-263.976
417;407;-273.134
417;408;-209.031
417;409;-9.19118
417;411;-35.2259
417;413;-144.467
417;414;-90.7038
417;415;-21.2594
417;416;-6.42261
417;417;0
418;317;-24.3857
418;318;-1556.78
418;320;-136.277
418;326;-1569.37
418;327;-1529.02
418;328;-1016.77
418;329;-1006.36
418;330;-986.681
418;331;-997.822
418;332;-996.704
418;333;-1110.33
418;334;-1021.68
418;335;-989.604
418;336;-999.311
418;337;-986.202
418;338;-960.295
418;339;-736.621
418;340;-1491.85
418;341;-1360.27
418;342;-1269.36
418;343;-1113.11
418;344;-789.037
418;345;-788.423
418;346;-714.349
418;347;-664.098
418;348;-1073.43
418;349;-645.266
418;350;-483.975
418;353;-823.425
418;355;-469.419
418;356;-525.716
418;360;-370.938
418;362;-137.089
418;364;-129.165
418;365;-101.084
418;366;-52.7744
418;367;-346.573
418;368;-332.986
418;370;-321.725
418;371;-322.477
418;372;-340.888
418;373;-310.4
418;374;-522.077
418;375;-744.795
418;376;-465.419
418;377;-728.187
418;378;-444.758
418;379;-662.828
418;380;-578.082
418;386;-420.72
418;387;-507.002
418;388;-565.196
418;389;-490.95
418;390;-457.947
418;391;-408.927
418;392;-352.109
418;393;-425.712
418;394;-359.045
418;395;-340.797
418;396;-306.195
418;397;-67.1387
418;398;-50.2753
418;399;-303.363
418;400;-44.0101
418;401;-309.701
418;402;-21.8617
418;404;-299.186
418;406;-272.748
418;407;-281.906
418;408;-217.803
418;409;-17.9631
418;411;-43.9978
418;413;-153.239
418;414;-99.4758
418;415;-30.0313
418;416;-15.1945
418;417;-8.77193
418;418;0
419;317;-31.7767
419;318;-1564.17
419;320;-143.668
419;326;-1576.76
419;327;-1536.41
419;328;-1024.16
419;329;-1013.75
419;330;-994.072
419;331;-1005.21
419;332;-1004.1
419;333;-1117.72
419;334;-1029.07
419;335;-996.995
419;336;-1006.7
419;337;-993.593
419;338;-967.686
419;339;-744.012
419;340;-1499.24
419;341;-1367.66
419;342;-1276.75
419;343;-1120.5
419;344;-796.428
419;345;-795.814
419;346;-721.74
419;347;-671.489
419;348;-1080.82
419;349;-652.657
419;350;-491.366
419;353;-830.816
419;355;-476.81
419;356;-533.107
419;360;-378.329
419;362;-144.48
419;364;-136.556
419;365;-108.475
419;366;-60.1654
419;367;-353.964
419;368;-340.377
419;370;-329.116
419;371;-329.868
419;372;-348.279
419;373;-317.791
419;374;-529.468
419;375;-752.186
419;376;-472.81
419;377;-735.578
419;378;-452.149
419;379;-670.219
419;380;-585.473
419;386;-428.111
419;387;-514.393
419;388;-572.587
419;389;-498.341
419;390;-465.338
419;391;-416.318
419;392;-359.5
419;393;-433.103
419;394;-366.436
419;395;-348.188
419;396;-313.586
419;397;-74.5297
419;398;-57.6663
419;399;-310.754
419;400;-51.4011
419;401;-317.092
419;402;-29.2527
419;404;-306.577
419;406;-280.139
419;407;-289.297
419;408;-225.194
419;409;-25.3541
419;411;-51.3888
419;413;-160.63
419;414;-106.867
419;415;-37.4223
419;416;-22.5855
419;417;-16.1629
419;418;-7.39098
419;419;0
420;317;-32.6502
420;318;-1565.05
420;320;-144.542
420;326;-1577.63
420;327;-1537.29
420;328;-1025.03
420;329;-1014.63
420;330;-994.946
420;331;-1006.09
420;332;-1004.97
420;333;-1118.59
420;334;-1029.95
420;335;-997.869
420;336;-1007.58
420;337;-994.466
420;338;-968.559
420;339;-744.885
420;340;-1500.11
420;341;-1368.53
420;342;-1277.62
420;343;-1121.37
420;344;-797.301
420;345;-796.688
420;346;-722.614
420;347;-672.363
420;348;-1081.69
420;349;-653.53
420;350;-492.24
420;353;-831.69
420;355;-477.684
420;356;-533.98
420;360;-379.202
420;362;-145.353
420;364;-137.429
420;365;-109.348
420;366;-61.0388
420;367;-354.838
420;368;-341.251
420;370;-329.99
420;371;-330.742
420;372;-349.152
420;373;-318.664
420;374;-530.341
420;375;-753.06
420;376;-473.684
420;377;-736.452
420;378;-453.023
420;379;-671.092
420;380;-586.347
420;386;-428.984
420;387;-515.266
420;388;-573.46
420;389;-499.215
420;390;-466.211
420;391;-417.192
420;392;-360.374
420;393;-433.976
420;394;-367.309
420;395;-349.061
420;396;-314.459
420;397;-75.4031
420;398;-58.5397
420;399;-311.627
420;400;-52.2746
420;401;-317.965
420;402;-30.1262
420;404;-307.45
420;406;-281.013
420;407;-290.17
420;408;-226.068
420;409;-26.2276
420;411;-52.2623
420;413;-161.504
420;414;-107.74
420;415;-38.2958
420;416;-23.459
420;417;-17.0364
420;418;-8.26446
420;420;0
421;317;-68.1112
421;318;-1600.51
421;320;-180.003
421;326;-1613.09
421;327;-1572.75
421;328;-1060.49
421;329;-1050.09
421;330;-1030.41
421;331;-1041.55
421;332;-1040.43
421;333;-1154.05
421;334;-1065.41
421;335;-1033.33
421;336;-1043.04
421;337;-1029.93
421;338;-1004.02
421;339;-780.346
421;340;-1535.57
421;341;-1403.99
421;342;-1313.08
421;343;-1156.83
421;344;-832.762
421;345;-832.149
421;346;-758.075
421;347;-707.824
421;348;-1117.15
421;349;-688.991
421;350;-527.701
421;353;-867.151
421;355;-513.145
421;356;-569.441
421;360;-414.663
421;362;-180.814
421;364;-172.89
421;365;-144.809
421;366;-96.4998
421;367;-390.299
421;368;-376.712
421;370;-365.45
421;371;-366.203
421;372;-384.613
421;373;-354.125
421;374;-565.802
421;375;-788.521
421;376;-509.145
421;377;-771.913
421;378;-488.484
421;379;-706.553
421;380;-621.808
421;386;-464.445
421;387;-550.727
421;388;-608.921
421;389;-534.676
421;390;-501.672
421;391;-452.653
421;392;-395.835
421;393;-469.437
421;394;-402.77
421;395;-384.522
421;396;-349.92
421;397;-110.864
421;398;-94.0007
421;399;-347.088
421;400;-87.7356
421;401;-353.426
421;402;-65.5872
421;404;-342.911
421;406;-316.474
421;407;-325.631
421;408;-261.529
421;409;-61.6886
421;411;-87.7233
421;413;-196.965
421;414;-143.201
421;415;-73.7568
421;416;-58.92
421;417;-52.4974
421;418;-43.7255
421;420;-35.461
421;421;0
422;167;-808.299
422;168;-765.381
422;188;-699.934
422;195;-671.923
422;197;-526.995
422;199;-299.723
422;200;-86.9565
422;318;-1011.88
422;326;-1024.47
422;327;-984.123
422;333;-565.428
422;340;-946.948
422;341;-815.369
422;342;-724.46
422;343;-568.21
422;348;-528.528
422;353;-278.528
422;377;-183.29
422;393;-92.3807
422;407;-37.7358
422;422;0
423;167;-873.659
423;168;-830.74
423;188;-765.293
423;195;-737.282
423;197;-592.355
423;199;-365.082
423;200;-152.316
423;317;-130.292
423;318;-1662.69
423;320;-242.183
423;326;-1675.27
423;327;-1634.93
423;328;-1122.67
423;329;-1112.27
423;330;-1092.59
423;331;-1103.73
423;332;-1102.61
423;333;-1216.23
423;334;-1127.59
423;335;-1095.51
423;336;-1105.22
423;337;-1092.11
423;338;-1066.2
423;339;-842.527
423;340;-1597.75
423;341;-1466.17
423;342;-1375.26
423;343;-1219.01
423;344;-894.943
423;345;-894.33
423;346;-820.256
423;347;-770.004
423;348;-1179.33
423;349;-751.172
423;350;-589.882
423;353;-929.332
423;355;-575.326
423;356;-631.622
423;360;-476.844
423;362;-242.995
423;364;-235.071
